07-6460-4488,Rosina,Sidhu,4th year,BS-ENGLISH,rosina_sidhu@gmail.com,QLD
07-5338-6357,Royal,Costeira,4th year,BS-ES,royal_costeira@costeira.com.au,QLD
03-6443-2786,Barrie,Nicley,4th year,BS-ES,bnicley@nicley.com.au,VIC
07-4785-3781,Linsey,Gedman,4th year,BS-IT,lgedman@gedman.net.au,QLD
03-6543-6688,Laura,Bourbonnais,4th year,BS-IS,laura.bourbonnais@yahoo.com,TAS
07-3721-9123,Fanny,Stoneking,4th year,BS-BIO,fstoneking@hotmail.com,QLD
08-2748-1250,Kristian,Ellerbusch,4th year,BS-HM,kristian@yahoo.com,NT
03-7063-6734,Gwen,Julye,4th year,BS-EET,gjulye@hotmail.com,VIC
02-8171-9051,Ben,Majorga,4th year,BS-EET,ben.majorga@hotmail.com,NSW
07-1153-8567,Trina,Oto,4th year,BS-FT,trina@oto.com.au,QLD
08-7097-3947,Emelda,Geffers,4th year,BS-TOURISM,emelda.geffers@gmail.com,WA
07-7991-8880,Zana,Ploszaj,4th year,BEED,zana_ploszaj@ploszaj.net.au,QLD
03-8998-5485,Shaun,Rael,4th year,BS-SE,shaun.rael@rael.com.au,VIC
02-5046-1307,Oren,Lobosco,4th year,BS-ENGLISH,olobosco@hotmail.com,NSW
07-6476-1399,Catherin,Aguele,4th year,BS-ES,caguele@gmail.com,QLD
07-4463-7223,Pearlene,Boudrie,4th year,BS-ES,pboudrie@boudrie.net.au,QLD
08-3071-2258,Kathryn,Bonalumi,4th year,BS-IT,kathryn.bonalumi@yahoo.com,WA
07-1576-1412,Suzan,Landa,4th year,BS-IS,suzan.landa@gmail.com,QLD
08-9130-3372,Sommer,Agar,4th year,BS-BIO,sagar@agar.net.au,SA
02-4972-3570,Keena,Rebich,4th year,BS-HM,krebich@rebich.net.au,NSW
02-7160-2066,Rupert,Hinkson,4th year,BS-EET,rupert_hinkson@hinkson.net.au,NSW
03-2691-1298,Aleta,Poarch,4th year,BS-EET,apoarch@gmail.com,VIC
02-3877-9654,Jamal,Korczynski,4th year,BS-FT,jamal_korczynski@gmail.com,NSW
07-2679-1774,Luz,Broccoli,4th year,BS-TOURISM,luz_broccoli@hotmail.com,QLD
02-2367-6845,Janessa,Ruthers,4th year,BEED,janessa@yahoo.com,NSW
03-3474-2120,Lavonne,Esco,4th year,BS-SE,lavonne.esco@yahoo.com,VIC
07-8087-2603,Honey,Lymaster,4th year,BS-ENGLISH,honey_lymaster@lymaster.net.au,QLD
08-5263-2786,Jean,Cecchinato,4th year,BS-ES,jean.cecchinato@gmail.com,WA
07-1778-9968,Katlyn,Flitcroft,4th year,BS-ES,kflitcroft@hotmail.com,QLD
08-2666-6390,Cassie,Soros,4th year,BS-IT,csoros@gmail.com,WA
02-4458-2810,Rolf,Gene,4th year,BS-IS,rolf_gene@gene.com.au,NSW
02-3996-9188,Darnell,Moothart,4th year,BS-BIO,darnell_moothart@yahoo.com,NSW
02-4873-1914,Cherilyn,Fraize,4th year,BS-HM,cherilyn_fraize@fraize.net.au,NSW
03-4933-4205,Lynda,Lazzaro,4th year,BS-EET,lynda.lazzaro@gmail.com,VIC
07-4823-9785,Leigha,Capelli,4th year,BS-EET,leigha.capelli@capelli.com.au,QLD
08-3692-5784,Delfina,Binnie,4th year,BS-FT,delfina_binnie@binnie.net.au,WA
02-5078-4389,Carlota,Gephardt,4th year,BS-TOURISM,carlota.gephardt@gephardt.com.au,NSW
07-1642-3251,Alida,Helger,4th year,BEED,alida@helger.com.au,QLD
07-2373-6048,Donte,Resureccion,4th year,BS-SE,donte.resureccion@yahoo.com,QLD
02-7328-3350,Lou,Kriner,4th year,BS-ENGLISH,lou.kriner@hotmail.com,NSW
03-1981-6209,Dortha,Vrieze,4th year,BS-ES,dortha@vrieze.net.au,TAS
02-6246-5711,Genevive,Sanborn,4th year,BS-ES,genevive@hotmail.com,NSW
07-3760-1546,Alease,Strawbridge,4th year,BS-IT,alease_strawbridge@strawbridge.com.au,QLD
07-6034-2422,Veda,Mishkin,4th year,BS-IS,veda.mishkin@mishkin.com.au,QLD
02-5487-7528,Craig,Vandersloot,4th year,BS-BIO,craig_vandersloot@yahoo.com,NSW
02-2546-5344,Lauran,Tovmasyan,4th year,BS-HM,ltovmasyan@tovmasyan.net.au,NSW
07-9896-4827,Aaron,Kloska,4th year,BS-EET,aaron_kloska@kloska.net.au,QLD
02-5941-3178,Francene,Skursky,4th year,BS-EET,francene.skursky@skursky.net.au,NSW
03-2822-8156,Zena,Daria,4th year,BS-FT,zdaria@gmail.com,VIC
03-5722-3451,Brigette,Breckenstein,4th year,BS-TOURISM,brigette@breckenstein.com.au,VIC
03-3268-5102,Jeniffer,Jezek,4th year,BEED,jeniffer@gmail.com,VIC
03-9183-9493,Selma,Elm,4th year,BS-SE,selm@elm.net.au,VIC
08-5671-3318,Elenora,Handler,4th year,BS-ENGLISH,ehandler@yahoo.com,WA
08-9746-2341,Nadine,Okojie,4th year,BS-ES,nadine.okojie@okojie.com.au,WA
03-4529-7210,Kristin,Shiflet,4th year,BS-ES,kristin@hotmail.com,VIC
03-4387-3800,Melinda,Fellhauer,4th year,BS-IT,melinda_fellhauer@fellhauer.com.au,TAS
07-5284-3845,Kirby,Litherland,4th year,BS-IS,kirby.litherland@hotmail.com,QLD
07-8661-4016,Kent,Ivans,4th year,BS-BIO,kent_ivans@yahoo.com,QLD
07-4306-1623,Dan,Platz,4th year,BS-HM,dan_platz@hotmail.com,QLD
03-6023-2680,Millie,Pirkl,4th year,BS-EET,millie_pirkl@gmail.com,VIC
08-7687-4883,Moira,Qadir,4th year,BS-EET,moira.qadir@gmail.com,SA
03-1974-9948,Reta,Qazi,4th year,BS-FT,reta.qazi@yahoo.com,VIC
03-4072-7094,Brittney,Lolley,4th year,BS-TOURISM,brittney@lolley.net.au,TAS
03-8157-4609,Leandro,Bolka,4th year,BEED,leandro_bolka@hotmail.com,TAS
08-9114-1763,Edison,Sumera,4th year,BS-SE,edison.sumera@sumera.net.au,SA
03-2305-8627,Breana,Cassi,4th year,BS-ENGLISH,breana@yahoo.com,VIC
08-2117-5217,Jarvis,Nicols,4th year,BS-ES,jarvis@gmail.com,WA
03-2451-1896,Felicitas,Orlinski,4th year,BS-ES,felicitas_orlinski@orlinski.com.au,VIC
03-8243-2999,Geraldine,Neisius,4th year,BS-IT,geraldine@gmail.com,VIC
08-9450-7978,Alfred,Pacleb,4th year,BS-IS,alfred@pacleb.net.au,SA
08-7635-8350,Leatha,Block,4th year,BS-BIO,leatha_block@gmail.com,WA
02-4565-6425,Jacquelyne,Rosso,4th year,BS-HM,jacquelyne.rosso@yahoo.com,NSW
07-8085-8351,Jonelle,Epps,4th year,BS-EET,jepps@hotmail.com,QLD
02-8007-5034,Rosamond,Amlin,4th year,BS-EET,rosamond.amlin@gmail.com,NSW
02-1718-4983,Johnson,Mcenery,4th year,BS-FT,johnson@gmail.com,NSW
02-3647-9507,Elliot,Scatton,4th year,BS-TOURISM,elliot.scatton@hotmail.com,NSW
07-6019-7861,Gerri,Perra,4th year,BEED,gerri@yahoo.com,QLD
08-7712-4785,Rosendo,Jelsma,4th year,BS-SE,rosendo_jelsma@hotmail.com,WA
03-9517-9800,Eveline,Brickhouse,4th year,BS-ENGLISH,eveline@yahoo.com,VIC
08-2969-2908,Laurene,Bennett,4th year,BS-ES,laurene_bennett@gmail.com,WA
02-6604-9720,Tegan,Ebershoff,4th year,BS-ES,tegan_ebershoff@hotmail.com,NSW
07-1951-6787,Tracie,Huro,4th year,BS-IT,thuro@gmail.com,QLD
08-5475-6162,Mertie,Kazeck,4th year,BS-IS,mertie.kazeck@kazeck.com.au,WA
08-9256-6135,Clare,Bortignon,4th year,BS-BIO,clare_bortignon@hotmail.com,WA
02-7049-7728,Rebeca,Baley,4th year,BS-HM,rebeca_baley@hotmail.com,NSW
07-8997-8513,Nilsa,Pawell,4th year,BS-EET,npawell@pawell.net.au,QLD
02-7995-6787,Samuel,Arellanes,4th year,BS-EET,samuel.arellanes@arellanes.net.au,NSW
03-9801-9429,Ivette,Servantes,4th year,BS-FT,ivette_servantes@servantes.com.au,VIC
07-9104-1459,Merrilee,Fajen,4th year,BS-TOURISM,merrilee@fajen.net.au,QLD
03-4328-5253,Gianna,Eilers,4th year,BEED,gianna@yahoo.com,VIC
08-5756-9456,Hyman,Phinazee,4th year,BS-SE,hphinazee@yahoo.com,SA
08-9279-1731,Buck,Pascucci,4th year,BS-ENGLISH,buck@yahoo.com,SA
03-6240-8274,Kenny,Leicht,4th year,BS-ES,kenny@leicht.com.au,TAS
07-6813-6477,Tabetha,Bai,4th year,BS-ES,tabetha.bai@gmail.com,QLD
03-7036-7071,Alonso,Popper,4th year,BS-IT,alonso_popper@hotmail.com,TAS
03-2403-7167,Alonzo,Polek,4th year,BS-IS,alonzo_polek@polek.net.au,VIC
02-2376-7653,Son,Magnotta,4th year,BS-BIO,son.magnotta@magnotta.net.au,NSW
08-3605-3943,Jesusita,Druck,4th year,BS-HM,jesusita@druck.net.au,SA
02-6769-6153,Annice,Kunich,4th year,BS-EET,annice_kunich@kunich.net.au,NSW
08-1791-7668,Delila,Buchman,4th year,BS-EET,delila.buchman@hotmail.com,WA
03-4812-5654,Iraida,Sionesini,4th year,BS-FT,iraida.sionesini@yahoo.com,VIC
08-6777-4159,Alona,Driesenga,4th year,BS-TOURISM,alona_driesenga@hotmail.com,WA
03-5661-2424,Lajuana,Vonderahe,4th year,BEED,lajuana.vonderahe@yahoo.com,TAS
02-2129-8131,Madelyn,Maestri,4th year,BS-SE,madelyn.maestri@yahoo.com,NSW
07-5035-4889,Louann,Susmilch,4th year,BS-ENGLISH,louann_susmilch@yahoo.com,QLD
07-4963-5297,William,Devol,4th year,BS-ES,wdevol@devol.net.au,QLD
08-1624-7236,Corazon,Grafenstein,4th year,BS-ES,cgrafenstein@gmail.com,WA
08-9159-7562,Fairy,Burket,4th year,BS-IT,fairy_burket@burket.com.au,SA
02-4794-6673,Lashawn,Urion,4th year,BS-IS,lurion@yahoo.com,NSW
03-7734-9557,Ronald,Gayner,4th year,BS-BIO,rgayner@hotmail.com,TAS
03-2297-9891,Shizue,Hayduk,4th year,BS-HM,shayduk@gmail.com,VIC
07-7445-2572,Nida,Fitz,4th year,BS-EET,nfitz@hotmail.com,QLD
03-4539-9131,Amos,Limberg,4th year,BS-EET,alimberg@limberg.com.au,TAS
03-2454-6523,Dexter,Prosienski,4th year,BS-FT,dexter@prosienski.net.au,VIC
07-5378-4498,Ludivina,Calamarino,4th year,BS-TOURISM,lcalamarino@yahoo.com,QLD
03-6510-4788,Ariel,Stavely,4th year,BEED,ariel_stavely@stavely.com.au,TAS
03-7035-6484,Haley,Vaughn,4th year,BS-SE,haley_vaughn@vaughn.net.au,VIC
03-4878-1766,Raelene,Legeyt,4th year,BS-ENGLISH,raelene@gmail.com,VIC
08-8856-8589,Micaela,Shiflett,4th year,BS-ES,micaela_shiflett@shiflett.com.au,SA
07-9053-8045,Alpha,Prudhomme,4th year,BS-ES,aprudhomme@hotmail.com,QLD
08-9948-2940,Zack,Warman,4th year,BS-IT,zwarman@gmail.com,SA
07-7445-2538,Wilford,Pata,4th year,BS-IS,wilford_pata@pata.net.au,QLD
03-1570-9956,Carman,Robasciotti,4th year,BS-BIO,carman_robasciotti@hotmail.com,VIC
03-8858-7088,Carylon,Bayot,4th year,BS-HM,carylon@gmail.com,VIC
08-4564-2338,Gladys,Schmale,4th year,BS-EET,gschmale@schmale.net.au,SA
03-1130-5685,Matilda,Peleg,4th year,BS-EET,matilda.peleg@hotmail.com,TAS
02-6287-8787,Jacklyn,Wojnar,4th year,BS-FT,jacklyn@hotmail.com,NSW
07-7659-5711,Tashia,Charney,4th year,BS-TOURISM,tashia.charney@charney.net.au,QLD
02-7739-6600,Dorian,Eischens,4th year,BEED,deischens@gmail.com,NSW
03-9341-9757,Jesus,Merkt,4th year,BS-SE,jesus_merkt@merkt.net.au,VIC
08-3614-5966,Brandee,Svoboda,4th year,BS-ENGLISH,brandee_svoboda@svoboda.net.au,WA
03-1465-8645,Edda,Mcquaide,4th year,BS-ES,emcquaide@yahoo.com,VIC
03-1431-3996,Felix,Bumby,4th year,BS-ES,felix.bumby@bumby.com.au,VIC
02-7968-9243,Ben,Kellman,4th year,BS-IT,ben_kellman@kellman.net.au,NSW
07-7647-5420,Mickie,Upton,4th year,BS-IS,mickie.upton@yahoo.com,QLD
03-9617-5392,Phung,Krome,4th year,BS-BIO,pkrome@yahoo.com,TAS
03-9838-7533,Lashonda,Langanke,4th year,BS-HM,lashonda@langanke.net.au,VIC
02-6522-3993,Patria,Popa,4th year,BS-EET,patria.popa@gmail.com,NSW
07-8441-8214,Nidia,Horr,4th year,BS-EET,nidia@gmail.com,QLD
03-9075-3104,Skye,Culcasi,4th year,BS-FT,skye_culcasi@hotmail.com,VIC
03-2921-8418,Kanisha,Reyelts,4th year,BS-TOURISM,kreyelts@yahoo.com,TAS
03-3017-8394,Hector,Barras,4th year,BEED,hector.barras@barras.com.au,VIC
08-4563-6214,Stefan,Mongolo,4th year,BS-SE,stefan_mongolo@mongolo.net.au,SA
08-3914-9404,Francoise,Byon,4th year,BS-ENGLISH,francoise@hotmail.com,SA
07-9407-9202,Lindy,Vandermeer,4th year,BS-ES,lindy@vandermeer.com.au,QLD
03-2517-3453,Arthur,Diniz,4th year,BS-ES,arthur@gmail.com,VIC
07-7144-4719,Nicholle,Hulme,4th year,BS-IT,nicholle_hulme@hulme.com.au,QLD
07-1415-9307,Tijuana,Mesch,4th year,BS-IS,tijuana_mesch@gmail.com,QLD
08-8081-7779,Lorenza,Schoenleber,4th year,BS-BIO,lorenza.schoenleber@schoenleber.com.au,NT
08-2325-5905,Iola,Baird,4th year,BS-HM,ibaird@baird.net.au,WA
03-8912-5755,Sang,Weigner,4th year,BS-EET,sweigner@gmail.com,VIC
02-7463-8776,Leonor,Prez,4th year,BS-EET,lprez@prez.com.au,NSW
03-5175-6193,Silvana,Whelpley,4th year,BS-FT,swhelpley@yahoo.com,VIC
07-7092-8542,Anthony,Stever,4th year,BS-TOURISM,anthony.stever@hotmail.com,QLD
02-2832-1545,Wenona,Carmel,4th year,BEED,wenona@gmail.com,NSW
07-9595-6042,Isadora,Yurick,4th year,BS-SE,iyurick@hotmail.com,QLD
07-5769-8004,Mose,Vonseggern,4th year,BS-ENGLISH,mose_vonseggern@hotmail.com,QLD
08-3342-3889,Marci,Aveline,4th year,BS-ES,marci.aveline@hotmail.com,WA
08-6183-9260,Michel,Hoyne,4th year,BS-ES,michel@hoyne.com.au,SA
02-5725-5992,Stephania,Connon,4th year,BS-IT,stephania.connon@connon.com.au,NSW
08-4735-5054,Charolette,Turk,4th year,BS-IS,cturk@yahoo.com,SA
02-7265-9702,Katie,Magro,4th year,BS-BIO,katie_magro@gmail.com,NSW
03-6268-2647,Inocencia,Angeron,4th year,BS-HM,inocencia.angeron@angeron.net.au,VIC
03-5716-1053,Nikita,Novosel,4th year,BS-EET,nikita_novosel@novosel.net.au,VIC
07-9826-3950,Malcolm,Gohlke,4th year,BS-EET,malcolm@yahoo.com,QLD
08-5289-4594,Desiree,Englund,4th year,BS-FT,denglund@gmail.com,WA
02-9885-9593,Holley,Worland,4th year,BS-TOURISM,holley.worland@hotmail.com,NSW
08-1520-4093,Maryann,Tates,4th year,BEED,mtates@yahoo.com,WA
07-1330-6750,Ling,Dibello,4th year,BS-SE,ling_dibello@yahoo.com,QLD
07-3799-1667,Hailey,Kopet,4th year,BS-ENGLISH,hailey_kopet@kopet.com.au,QLD
03-7139-6376,Farrah,Malboeuf,4th year,BS-ES,farrah@malboeuf.com.au,VIC
03-4231-3633,Candra,Deritis,4th year,BS-ES,candra@deritis.net.au,TAS
02-1402-5215,Reuben,Hegland,4th year,BS-IT,reuben@yahoo.com,NSW
07-3239-2830,Anglea,Andrion,4th year,BS-IS,anglea.andrion@andrion.com.au,QLD
08-8868-2010,Paris,Tuccio,4th year,BS-BIO,paris.tuccio@hotmail.com,SA
08-5444-3296,Latricia,Schmoyer,4th year,BS-HM,latricia_schmoyer@hotmail.com,SA
08-1267-4421,Jeffrey,Leuenberger,4th year,BS-EET,jleuenberger@yahoo.com,SA
03-6776-1146,Dean,Vollstedt,4th year,BS-EET,dvollstedt@vollstedt.com.au,VIC
02-9718-2944,Deane,Haag,4th year,BS-FT,dhaag@hotmail.com,NSW
08-8484-3223,Edelmira,Pedregon,4th year,BS-TOURISM,edelmira_pedregon@hotmail.com,WA
03-5251-3153,Andrew,Keks,4th year,BEED,andrew@gmail.com,VIC
03-5185-6258,Miesha,Decelles,4th year,BS-SE,mdecelles@decelles.net.au,VIC
03-8369-6924,Javier,Osmer,4th year,BS-ENGLISH,javier@osmer.com.au,VIC
08-1937-3980,Kizzy,Stangle,4th year,BS-ES,kizzy.stangle@yahoo.com,WA
08-4712-2157,Sharan,Wodicka,4th year,BS-ES,sharan@wodicka.net.au,WA
02-2612-1455,Novella,Fritch,4th year,BS-IT,nfritch@fritch.com.au,NSW
02-2393-3289,German,Dones,4th year,BS-IS,german@gmail.com,NSW
03-6517-9318,Robt,Blanck,4th year,BS-BIO,robt.blanck@yahoo.com,TAS
08-9855-2125,Rossana,Biler,4th year,BS-HM,rossana.biler@biler.net.au,NT
03-9935-5135,Henriette,Gish,4th year,BS-EET,henriette.gish@gish.net.au,VIC
03-1600-5230,Buffy,Stitely,4th year,BS-EET,buffy_stitely@stitely.com.au,TAS
08-9693-9052,Christiane,Osmanski,4th year,BS-FT,christiane@gmail.com,WA
02-1919-3941,Annamae,Lothridge,4th year,BS-TOURISM,alothridge@hotmail.com,ACT
07-7052-4547,Vanesa,Glockner,4th year,BEED,vanesa@glockner.com.au,QLD
08-4753-2870,Gennie,Pastorino,4th year,BS-SE,gennie.pastorino@gmail.com,SA
08-5614-9153,Tamra,Kenfield,4th year,BS-ENGLISH,tkenfield@kenfield.com.au,WA
03-7767-6169,Tien,Kinney,4th year,BS-ES,tien_kinney@kinney.com.au,VIC
03-2477-9133,Malcom,Leja,4th year,BS-ES,malcom@leja.com.au,VIC
02-4246-3092,Claudia,Gawrych,4th year,BS-IT,claudia@gmail.com,NSW
03-2484-5500,Page,Entzi,4th year,BS-IS,page@entzi.net.au,TAS
08-2358-3115,Lorita,Roches,4th year,BS-BIO,lorita_roches@roches.net.au,WA
08-3384-3181,Annita,Lek,4th year,BS-HM,annita.lek@lek.net.au,NT
02-9829-2371,Eliseo,Mikovec,4th year,BS-EET,emikovec@mikovec.com.au,NSW
08-2158-6758,Tyisha,Layland,4th year,BS-EET,tyisha@yahoo.com,SA
02-4376-1104,Colene,Tolbent,4th year,BS-FT,colene.tolbent@tolbent.net.au,NSW
03-5933-7288,Francis,Senters,4th year,BS-TOURISM,fsenters@gmail.com,VIC
02-1622-6412,Hester,Dollins,4th year,BEED,hester_dollins@gmail.com,NSW
02-5410-5137,Susana,Baumgarter,4th year,BS-SE,susana.baumgarter@yahoo.com,NSW
03-8216-8640,Dahlia,Tummons,4th year,BS-ENGLISH,dahlia.tummons@gmail.com,VIC
07-4854-5045,Osvaldo,Falvey,4th year,BS-ES,osvaldo.falvey@yahoo.com,QLD
08-8161-8201,Armando,Barkley,4th year,BS-ES,armando.barkley@yahoo.com,WA
07-8371-4719,Torie,Deras,4th year,BS-IT,torie_deras@yahoo.com,QLD
08-7046-5484,Tamie,Hollimon,4th year,BS-IS,tamie@hollimon.com.au,WA
03-5855-5156,Lettie,Hessenthaler,4th year,BS-BIO,lettie_hessenthaler@hessenthaler.net.au,VIC
08-5943-4352,Chaya,Muhlbauer,4th year,BS-HM,chaya_muhlbauer@muhlbauer.net.au,WA
03-9107-7349,Terina,Wildeboer,4th year,BS-EET,terina_wildeboer@wildeboer.com.au,VIC
08-1184-4145,Lisbeth,Agney,4th year,BS-EET,lisbeth.agney@agney.net.au,WA
07-3594-6592,Lillian,Dominique,4th year,BS-FT,lillian@hotmail.com,QLD
08-7915-5110,Corrina,Lindblom,4th year,BS-TOURISM,clindblom@gmail.com,WA
07-2319-2889,Dylan,Chaleun,4th year,BEED,dylan_chaleun@hotmail.com,QLD
02-9554-9632,Jerrod,Luening,4th year,BS-SE,jerrod_luening@luening.com.au,NSW
03-2444-8291,Gracie,Vicente,4th year,BS-ENGLISH,gracie.vicente@hotmail.com,VIC
02-3449-6894,Barabara,Amedro,4th year,BS-ES,barabara@amedro.net.au,NSW
03-1361-8465,Delsie,Ducos,4th year,BS-ES,dducos@hotmail.com,VIC
02-7922-5417,Cassie,Digregorio,4th year,BS-IT,cdigregorio@digregorio.net.au,NSW
02-7498-8576,Tamekia,Kajder,4th year,BS-IS,tamekia_kajder@yahoo.com,NSW
02-5970-1748,Johanna,Saffer,4th year,BS-BIO,johanna@yahoo.com,NSW
02-7386-4544,Sharita,Kruk,4th year,BS-HM,sharita_kruk@gmail.com,NSW
07-7446-6315,Gerald,Chrusciel,4th year,BS-EET,gerald@chrusciel.net.au,QLD
07-3581-9462,Ardella,Dieterich,4th year,BS-EET,ardella.dieterich@yahoo.com,QLD
07-9840-6419,Jackie,Kellebrew,4th year,BS-FT,jackie.kellebrew@kellebrew.com.au,QLD
07-8857-6463,Mabelle,Ramero,4th year,BS-TOURISM,mabelle.ramero@ramero.net.au,QLD
02-5095-2983,Jonell,Biasi,4th year,BEED,jbiasi@biasi.net.au,NSW
03-6053-2447,Linwood,Wessner,4th year,BS-SE,linwood.wessner@hotmail.com,TAS
07-9512-2457,Samira,Heninger,4th year,BS-ENGLISH,sheninger@yahoo.com,QLD
07-4217-6258,Julieta,Cropsey,4th year,BS-ES,julieta@yahoo.com,QLD
08-2941-7378,Serita,Barthlow,4th year,BS-ES,serita_barthlow@gmail.com,WA
02-2493-1870,Tori,Tepley,4th year,BS-IT,tori@tepley.net.au,NSW
02-3248-3283,Nancey,Whal,4th year,BS-IS,nancey@whal.net.au,NSW
07-9178-6430,Wilbert,Beckes,4th year,BS-BIO,wilbert@hotmail.com,QLD
03-9085-5714,Werner,Hermens,4th year,BS-HM,whermens@hermens.net.au,VIC
07-1217-9907,Sunny,Catton,4th year,BS-EET,scatton@catton.com.au,QLD
02-9187-4769,Keva,Moehring,4th year,BS-EET,keva.moehring@moehring.net.au,NSW
07-3963-4469,Mary,Dingler,4th year,BS-FT,mary.dingler@gmail.com,QLD
08-5236-2143,Huey,Bukovac,4th year,BS-TOURISM,huey.bukovac@hotmail.com,SA
03-6144-7318,Antonio,Eighmy,4th year,BEED,antonio.eighmy@yahoo.com,VIC
02-7239-9923,Quinn,Weissbrodt,4th year,BS-SE,qweissbrodt@weissbrodt.com.au,NSW
08-8343-3550,Carin,Georgiades,4th year,BS-ENGLISH,cgeorgiades@gmail.com,SA
07-1698-9047,Jill,Davoren,4th year,BS-ES,jill_davoren@davoren.net.au,QLD
02-2208-2711,Sanjuana,Goodness,4th year,BS-ES,sgoodness@goodness.net.au,NSW
08-5221-9700,Elin,Koerner,4th year,BS-IT,elin_koerner@koerner.com.au,SA
08-7615-2416,Charlena,Decamp,4th year,BS-IS,charlena@gmail.com,WA
07-5417-9612,Annette,Breyer,4th year,BS-BIO,abreyer@hotmail.com,QLD
08-1895-1457,Alexis,Morguson,4th year,BS-HM,amorguson@morguson.com.au,SA
02-2656-6234,Princess,Saffo,4th year,BS-EET,princess_saffo@hotmail.com,NSW
03-9215-3224,Ashton,Sutherburg,4th year,BS-EET,asutherburg@gmail.com,TAS
02-1075-4690,Elmer,Redlon,4th year,BS-FT,elmer@hotmail.com,NSW
02-9324-7803,Aliza,Akiyama,4th year,BS-TOURISM,aliza@yahoo.com,NSW
03-8357-4617,Ora,Handrick,4th year,BEED,ora.handrick@gmail.com,VIC
08-4563-9520,Brent,Ahlborn,4th year,BS-SE,bahlborn@ahlborn.com.au,SA
08-8808-8104,Tora,Telch,4th year,BS-ENGLISH,tora@telch.net.au,SA
08-2922-4115,Hildred,Eilbeck,4th year,BS-ES,hildred_eilbeck@eilbeck.net.au,SA
07-1964-4238,Dante,Freiman,4th year,BS-ES,dante_freiman@freiman.net.au,QLD
02-1987-8525,Emmanuel,Avera,4th year,BS-IT,emmanuel@yahoo.com,NSW
08-1683-9243,Keshia,Wasp,4th year,BS-IS,kwasp@wasp.net.au,NT
02-2621-3361,Sherman,Mahmud,4th year,BS-BIO,sherman@mahmud.com.au,NSW
03-8780-3473,Lore,Brothers,4th year,BS-HM,lore@hotmail.com,VIC
03-9480-9611,Shawn,Weibe,4th year,BS-EET,shawn@hotmail.com,TAS
02-5977-8561,Karima,Cheever,4th year,BS-EET,karima_cheever@hotmail.com,NSW
08-1687-4873,Francesco,Kloos,4th year,BS-FT,fkloos@kloos.com.au,WA
08-7605-2080,King,Picton,4th year,BS-TOURISM,king@hotmail.com,WA
07-1037-3391,Mica,Simco,4th year,BEED,msimco@gmail.com,QLD
08-5227-2620,Lamonica,Princiotta,4th year,BS-SE,lamonica@hotmail.com,WA
08-6278-9532,Curtis,Ware,4th year,BS-ENGLISH,curtis@ware.net.au,WA
03-5662-3542,Sabrina,Rabena,4th year,BS-ES,sabrina_rabena@hotmail.com,VIC
03-2802-7434,Denae,Saeteun,4th year,BS-ES,denae_saeteun@hotmail.com,VIC
02-6078-3417,Anastacia,Carranzo,4th year,BS-IT,anastacia@yahoo.com,NSW
03-9050-2741,Irving,Plocica,4th year,BS-IS,irving@hotmail.com,VIC
07-5085-8138,Elenor,Siefken,4th year,BS-BIO,elenor.siefken@yahoo.com,QLD
08-8012-6469,Mary,Irene,4th year,BS-HM,mirene@gmail.com,WA
02-9472-5814,Crista,Padua,4th year,BS-EET,crista_padua@gmail.com,NSW
03-2324-3472,Lawana,Yuasa,4th year,BS-EET,lawana_yuasa@yuasa.net.au,VIC
